ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
reclvse-reclvse-architecture,RECLVSE,91,91,Architecture & Structure,Architecture & Structure,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.architecture,yes: Architecture & Structure,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-architecture,,Solo
reclvse-reclvse-roomshape,RECLVSE,91,91,Room Shape,Room Shape,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomShape,yes: Room Shape,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomshape,,Solo
reclvse-reclvse-roompurpose,RECLVSE,91,91,Room Purpose,Room Purpose,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomPurpose,yes: Room Purpose,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roompurpose,,Solo
reclvse-reclvse-light,RECLVSE,91,91,Light & Visibility,Light & Visibility,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.light,yes: Light & Visibility,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-light,,Solo
reclvse-reclvse-air,RECLVSE,91,91,Air / Temperature,Air / Temperature,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.air,yes: Air / Temperature,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-air,,Solo
reclvse-reclvse-smells,RECLVSE,92,92,Room Smells,Room Smells,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.smells,yes: Room Smells,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-smells,,Solo
reclvse-reclvse-dressing,RECLVSE,92,92,Room Dressing,Room Dressing,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.dressing,yes: Room Dressing,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-dressing,,Solo
reclvse-reclvse-contentscategory,RECLVSE,92,92,Room Contents,Room Contents,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:reclvse.contentsCategory,yes: Room Contents,no,yes,"Original selector/follow-up text is present, but the selected named target is not a direct canonical link in the ordinary standalone result. The player must search the next table separately.",Resolve only the explicit source-named targets into canonical result links; leave optional selection and recursion under player control.,reclvse-reclvse-contentscategory,RESULT_LINK,Solo
reclvse-reclvse-sounds,RECLVSE,92,92,Room Sounds,Room Sounds,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.sounds,yes: Room Sounds,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-sounds,,Solo
reclvse-reclvse-roomencounter,RECLVSE,93,93,10C. Encounter,10C. Encounter,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomEncounter,yes: 10C. Encounter,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomencounter,,Solo
reclvse-reclvse-roomdiscovery,RECLVSE,93,93,10A. Discovery,10A. Discovery,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomDiscovery,yes: 10A. Discovery,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomdiscovery,,Solo
reclvse-reclvse-roomhazard,RECLVSE,93,93,10B. Hazard,10B. Hazard,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomHazard,yes: 10B. Hazard,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomhazard,,Solo
reclvse-reclvse-roomloot,RECLVSE,93,93,10D. Loot,10D. Loot,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.roomLoot,yes: 10D. Loot,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-roomloot,,Solo
reclvse-reclvse-exitsnumber,RECLVSE,93,93,Number Of Exits,Number Of Exits,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.exitsNumber,yes: Number Of Exits,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-exitsnumber,,Solo
reclvse-reclvse-exittype,RECLVSE,93,93,Exit Type,Exit Type,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.exitType,yes: Exit Type,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-exittype,,Solo
reclvse-reclvse-encountercontext,RECLVSE,119,119,Encounter Context,Encounter Context,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.encounterContext,yes: Encounter Context,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-encountercontext,,Solo
reclvse-reclvse-initialdisposition,RECLVSE,120,120,Initial Disposition,Initial Disposition,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.initialDisposition,yes: Initial Disposition,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-initialdisposition,,Solo
reclvse-reclvse-immediategoal,RECLVSE,120,120,Immediate Goal,Immediate Goal,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.immediateGoal,yes: Immediate Goal,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-immediategoal,,Solo
reclvse-reclvse-socialcomplication,RECLVSE,120,120,Social & Narrative Complications,Social & Narrative Complications,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.socialComplication,yes: Social & Narrative Complications,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-socialcomplication,,Solo
reclvse-reclvse-strangemeeting,RECLVSE,120,120,Strange Meetings,Strange Meetings,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.strangeMeeting,yes: Strange Meetings,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-strangemeeting,,Solo
reclvse-reclvse-encounteraftermath,RECLVSE,121,121,Immediate Aftermath,Immediate Aftermath,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.encounterAftermath,yes: Immediate Aftermath,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-encounteraftermath,,Solo
reclvse-reclvse-encounterconsequence,RECLVSE,121,121,Lasting Consequences,Lasting Consequences,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.encounterConsequence,yes: Lasting Consequences,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-encounterconsequence,,Solo
reclvse-reclvse-arcaneencounter,RECLVSE,121,121,Arcane Encounters,Arcane Encounters,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.arcaneEncounter,yes: Arcane Encounters,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-arcaneencounter,,Solo
reclvse-reclvse-questencounterhook,RECLVSE,121,121,Quest-Related Encounter Hook,Quest-Related Encounter Hook,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.questEncounterHook,yes: Quest-Related Encounter Hook,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-questencounterhook,,Solo
reclvse-reclvse-positionalcomplication,RECLVSE,122,122,Positional Complications,Positional Complications,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.positionalComplication,yes: Positional Complications,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-positionalcomplication,,Solo
reclvse-reclvse-tacticalcomplication,RECLVSE,122,122,Tactical Complications,Tactical Complications,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.tacticalComplication,yes: Tactical Complications,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-tacticalcomplication,,Solo
reclvse-reclvse-narrativecomplication,RECLVSE,123,123,Narrative Complications,Narrative Complications,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.narrativeComplication,yes: Narrative Complications,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-narrativecomplication,,Solo
reclvse-reclvse-multientitycomplication,RECLVSE,123,123,Multi-Entity Complications,Multi-Entity Complications,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.multiEntityComplication,yes: Multi-Entity Complications,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-multientitycomplication,,Solo
reclvse-reclvse-npcsummary,RECLVSE,124,124,NPC Summary,NPC Summary,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.npcSummary,yes: NPC Summary,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-npcsummary,,NPC
reclvse-reclvse-npcmotivation,RECLVSE,124,124,NPC Motivation,NPC Motivation,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.npcMotivation,yes: NPC Motivation,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-npcmotivation,,NPC
reclvse-reclvse-npcgender,RECLVSE,125,125,NPC Gender,NPC Gender,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.npcGender,yes: NPC Gender,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-npcgender,,NPC
reclvse-reclvse-npcappearance,RECLVSE,125,125,NPC Appearance,NPC Appearance,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.npcAppearance,yes: NPC Appearance,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-npcappearance,,NPC
reclvse-reclvse-npcpersonality,RECLVSE,126,126,NPC Personality Traits,NPC Personality Traits,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.npcPersonality,yes: NPC Personality Traits,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-npcpersonality,,NPC
reclvse-reclvse-bodyfeature,RECLVSE,127,127,Body Feature,Body Feature,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.bodyFeature,yes: Body Feature,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-bodyfeature,,Solo
reclvse-reclvse-hairgrooming,RECLVSE,127,127,Hair / Grooming,Hair / Grooming,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.hairGrooming,yes: Hair / Grooming,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-hairgrooming,,Solo
reclvse-reclvse-clothingdetail,RECLVSE,127,127,Clothing Detail,Clothing Detail,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.clothingDetail,yes: Clothing Detail,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-clothingdetail,,Solo
reclvse-reclvse-overallpresence,RECLVSE,127,127,Overall Presence,Overall Presence,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.overallPresence,yes: Overall Presence,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-overallpresence,,Solo
reclvse-reclvse-color,RECLVSE,127,127,Color,Color,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.color,yes: Color,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-color,,Solo
reclvse-reclvse-size,RECLVSE,127,127,Size,Size,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.size,yes: Size,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-size,,Solo
reclvse-reclvse-weight,RECLVSE,127,127,Weight,Weight,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.weight,yes: Weight,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-weight,,Solo
reclvse-reclvse-quality,RECLVSE,127,127,Quality,Quality,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.quality,yes: Quality,no,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,reclvse-reclvse-quality,,Solo
